raceId,seriesId,season,trackId,layoutId,trackSafety,race_date,name,championship,reputation,reward,wet
796,3,1916,1,1,244,1916-12-10,Preteky Formula E,True,166,166666,1.0
797,5,1916,0,0,55,1916-12-10,Preteky Formula 2,True,250,250000,1.0
798,6,1916,1,1,244,1916-12-10,Preteky Formula 3,True,166,166666,1.0
799,1,1917,1,1,244,1917-02-04,Preteky Formula 1,True,1000,1000000,1.0
800,3,1917,0,0,55,1917-02-04,Preteky Formula E,True,166,166666,1.06
801,5,1917,2,2,700,1917-02-04,Preteky Formula 2,True,250,250000,1.0
802,6,1917,1,1,244,1917-02-04,Preteky Formula 3,True,166,166666,1.0
803,1,1917,3,3,500,1917-03-11,Preteky Formula 1,True,1000,1000000,1.0
804,3,1917,3,3,500,1917-03-11,Preteky Formula E,True,166,166666,1.0
805,5,1917,0,0,55,1917-03-11,Preteky Formula 2,True,250,250000,1.0
806,6,1917,2,2,700,1917-03-11,Preteky Formula 3,True,166,166666,1.18
807,1,1917,0,0,55,1917-04-15,Preteky Formula 1,True,1000,1000000,1.0
808,3,1917,1,1,244,1917-04-15,Preteky Formula E,True,166,166666,1.16
809,5,1917,2,2,700,1917-04-15,Preteky Formula 2,True,250,250000,1.0
810,6,1917,1,1,244,1917-04-15,Preteky Formula 3,True,166,166666,1.0
811,1,1917,2,2,700,1917-05-20,Preteky Formula 1,True,1000,1000000,1.0
812,3,1917,1,1,244,1917-05-20,Preteky Formula E,True,166,166666,1.0
813,5,1917,3,3,500,1917-05-20,Preteky Formula 2,True,250,250000,1.0
814,6,1917,2,2,700,1917-05-20,Preteky Formula 3,True,166,166666,1.0
815,1,1917,3,3,500,1917-06-24,Preteky Formula 1,True,1000,1000000,1.0
816,3,1917,0,0,55,1917-06-24,Preteky Formula E,True,166,166666,1.0
817,5,1917,1,1,244,1917-06-24,Preteky Formula 2,True,250,250000,1.0
818,6,1917,2,2,700,1917-06-24,Preteky Formula 3,True,166,166666,1.0
819,1,1917,2,2,700,1917-07-29,Preteky Formula 1,True,1000,1000000,1.0
820,3,1917,3,3,500,1917-07-29,Preteky Formula E,True,166,166666,1.0
821,5,1917,2,2,700,1917-07-29,Preteky Formula 2,True,250,250000,1.0
822,6,1917,0,0,55,1917-07-29,Preteky Formula 3,False,166,166666,1.42
823,1,1917,1,1,244,1917-09-02,Preteky Formula 1,True,1000,1000000,1.0
824,3,1917,1,1,244,1917-09-02,Preteky Formula E,True,166,166666,1.0
825,5,1917,1,1,244,1917-09-02,Preteky Formula 2,True,250,250000,1.0
826,6,1917,3,3,500,1917-09-02,Preteky Formula 3,True,166,166666,1.0
827,1,1917,2,2,700,1917-10-07,Preteky Formula 1,True,1000,1000000,1.0
828,3,1917,1,1,244,1917-10-07,Preteky Formula E,True,166,166666,1.0
829,5,1917,2,2,700,1917-10-07,Preteky Formula 2,True,250,250000,1.0
830,6,1917,2,2,700,1917-10-07,Preteky Formula 3,True,166,166666,1.0
831,1,1917,0,0,55,1917-11-11,Preteky Formula 1,True,1000,1000000,1.0
832,3,1917,3,3,500,1917-11-11,Preteky Formula E,True,166,166666,1.0
833,5,1917,2,2,700,1917-11-11,Preteky Formula 2,True,250,250000,1.0
834,6,1917,1,1,244,1917-11-11,Preteky Formula 3,True,166,166666,1.0
835,1,1917,0,0,55,1917-12-16,Preteky Formula 1,True,1000,1000000,1.0
836,3,1917,3,3,500,1917-12-16,Preteky Formula E,True,166,166666,1.0
837,5,1917,1,1,244,1917-12-16,Preteky Formula 2,True,250,250000,1.0
838,6,1917,3,3,500,1917-12-16,Preteky Formula 3,True,166,166666,1.0
839,1,1918,0,0,55,1918-02-03,Preteky Formula 1,True,1000,1000000,1.21
840,3,1918,2,2,700,1918-02-03,Preteky Formula E,True,166,166666,1.0
841,5,1918,0,0,55,1918-02-03,Preteky Formula 2,True,250,250000,1.35
842,6,1918,2,2,700,1918-02-03,Preteky Formula 3,True,166,166666,1.0
843,1,1918,0,0,55,1918-03-10,Preteky Formula 1,True,1000,1000000,1.0
844,3,1918,0,0,55,1918-03-10,Preteky Formula E,True,166,166666,1.0
845,5,1918,0,0,55,1918-03-10,Preteky Formula 2,True,250,250000,1.0
846,6,1918,2,2,700,1918-03-10,Preteky Formula 3,True,166,166666,1.0
847,1,1918,3,3,500,1918-04-14,Preteky Formula 1,True,1000,1000000,1.0
848,3,1918,0,0,55,1918-04-14,Preteky Formula E,True,166,166666,1.0
849,5,1918,3,3,500,1918-04-14,Preteky Formula 2,True,250,250000,1.0
850,6,1918,1,1,244,1918-04-14,Preteky Formula 3,True,166,166666,1.1400000000000001
851,1,1918,0,0,55,1918-05-19,Preteky Formula 1,True,1000,1000000,1.0
852,3,1918,1,1,244,1918-05-19,Preteky Formula E,True,166,166666,1.0
853,5,1918,2,2,700,1918-05-19,Preteky Formula 2,True,250,250000,1.1400000000000001
854,6,1918,3,3,500,1918-05-19,Preteky Formula 3,True,166,166666,1.0
855,1,1918,0,0,55,1918-06-23,Preteky Formula 1,True,1000,1000000,1.0
856,3,1918,2,2,700,1918-06-23,Preteky Formula E,True,166,166666,1.0
857,5,1918,2,2,700,1918-06-23,Preteky Formula 2,True,250,250000,1.0
858,6,1918,0,0,55,1918-06-23,Preteky Formula 3,True,166,166666,1.3
859,1,1918,3,3,500,1918-07-28,Preteky Formula 1,True,1000,1000000,1.0
860,3,1918,0,0,55,1918-07-28,Preteky Formula E,True,166,166666,1.0
861,5,1918,0,0,55,1918-07-28,Preteky Formula 2,True,250,250000,1.13
862,6,1918,1,1,244,1918-07-28,Preteky Formula 3,False,166,166666,1.0
863,1,1918,3,3,500,1918-09-01,Preteky Formula 1,True,1000,1000000,1.0
864,3,1918,3,3,500,1918-09-01,Preteky Formula E,True,166,166666,1.0
865,5,1918,1,1,244,1918-09-01,Preteky Formula 2,True,250,250000,1.0
866,6,1918,3,3,500,1918-09-01,Preteky Formula 3,True,166,166666,1.0
867,1,1918,3,3,500,1918-10-06,Preteky Formula 1,True,1000,1000000,1.0
868,3,1918,0,0,55,1918-10-06,Preteky Formula E,True,166,166666,1.0
869,5,1918,1,1,244,1918-10-06,Preteky Formula 2,True,250,250000,1.0
870,6,1918,2,2,700,1918-10-06,Preteky Formula 3,True,166,166666,1.0
871,1,1918,0,0,55,1918-11-10,Preteky Formula 1,True,1000,1000000,1.0
872,3,1918,1,1,244,1918-11-10,Preteky Formula E,True,166,166666,1.11
873,5,1918,1,1,244,1918-11-10,Preteky Formula 2,True,250,250000,1.0
874,6,1918,1,1,244,1918-11-10,Preteky Formula 3,True,166,166666,1.0
875,1,1918,2,2,700,1918-12-15,Preteky Formula 1,True,1000,1000000,1.0
876,3,1918,3,3,500,1918-12-15,Preteky Formula E,True,166,166666,1.0
877,5,1918,0,0,55,1918-12-15,Preteky Formula 2,True,250,250000,1.0
878,6,1918,3,3,500,1918-12-15,Preteky Formula 3,True,166,166666,1.0
879,1,1919,1,1,244,1919-02-02,Preteky Formula 1,True,1000,1000000,1.09
880,3,1919,2,2,700,1919-02-02,Preteky Formula E,True,166,166666,1.0
881,5,1919,3,3,500,1919-02-02,Preteky Formula 2,True,250,250000,1.0
882,6,1919,1,1,244,1919-02-02,Preteky Formula 3,True,166,166666,1.0
883,1,1919,2,2,700,1919-03-09,Preteky Formula 1,True,1000,1000000,1.0
884,3,1919,3,3,500,1919-03-09,Preteky Formula E,True,166,166666,1.0
885,5,1919,0,0,55,1919-03-09,Preteky Formula 2,True,250,250000,1.0
886,6,1919,0,0,55,1919-03-09,Preteky Formula 3,True,166,166666,1.0
887,1,1919,3,3,500,1919-04-13,Preteky Formula 1,True,1000,1000000,1.0
888,3,1919,0,0,55,1919-04-13,Preteky Formula E,True,166,166666,1.0
889,5,1919,2,2,700,1919-04-13,Preteky Formula 2,True,250,250000,1.0
890,6,1919,3,3,500,1919-04-13,Preteky Formula 3,True,166,166666,1.0
891,1,1919,1,1,244,1919-05-18,Preteky Formula 1,True,1000,1000000,1.0
892,3,1919,1,1,244,1919-05-18,Preteky Formula E,True,166,166666,1.0
893,5,1919,0,0,55,1919-05-18,Preteky Formula 2,True,250,250000,1.27
894,6,1919,2,2,700,1919-05-18,Preteky Formula 3,True,166,166666,1.0
895,1,1919,1,1,244,1919-06-22,Preteky Formula 1,True,1000,1000000,1.0
896,3,1919,3,3,500,1919-06-22,Preteky Formula E,True,166,166666,1.0
897,5,1919,2,2,700,1919-06-22,Preteky Formula 2,True,250,250000,1.0
898,6,1919,3,3,500,1919-06-22,Preteky Formula 3,True,166,166666,1.17
899,1,1919,2,2,700,1919-07-27,Preteky Formula 1,True,1000,1000000,1.0
900,3,1919,1,1,244,1919-07-27,Preteky Formula E,True,166,166666,1.16
901,5,1919,2,2,700,1919-07-27,Preteky Formula 2,True,250,250000,1.04
902,6,1919,1,1,244,1919-07-27,Preteky Formula 3,False,166,166666,1.0
903,1,1919,3,3,500,1919-08-31,Preteky Formula 1,True,1000,1000000,1.0
904,3,1919,1,1,244,1919-08-31,Preteky Formula E,True,166,166666,1.34
905,5,1919,2,2,700,1919-08-31,Preteky Formula 2,True,250,250000,1.0
906,6,1919,0,0,55,1919-08-31,Preteky Formula 3,True,166,166666,1.0
907,1,1919,0,0,55,1919-10-05,Preteky Formula 1,True,1000,1000000,1.0
908,3,1919,2,2,700,1919-10-05,Preteky Formula E,True,166,166666,1.0
909,5,1919,3,3,500,1919-10-05,Preteky Formula 2,True,250,250000,1.0
910,6,1919,3,3,500,1919-10-05,Preteky Formula 3,True,166,166666,1.0
911,1,1919,0,0,55,1919-11-09,Preteky Formula 1,True,1000,1000000,1.0
912,3,1919,0,0,55,1919-11-09,Preteky Formula E,True,166,166666,1.0
913,5,1919,2,2,700,1919-11-09,Preteky Formula 2,True,250,250000,1.21
914,6,1919,0,0,55,1919-11-09,Preteky Formula 3,True,166,166666,1.0
915,1,1919,3,3,500,1919-12-14,Preteky Formula 1,True,1000,1000000,1.0
916,3,1919,3,3,500,1919-12-14,Preteky Formula E,True,166,166666,1.0
917,5,1919,0,0,55,1919-12-14,Preteky Formula 2,True,250,250000,1.0
918,6,1919,0,0,55,1919-12-14,Preteky Formula 3,True,166,166666,1.0
919,1,1920,0,0,55,1920-02-01,Preteky Formula 1,True,1000,1000000,1.0
920,3,1920,0,0,55,1920-02-01,Preteky Formula E,True,166,166666,1.0
921,5,1920,3,3,500,1920-02-01,Preteky Formula 2,True,250,250000,1.0
922,6,1920,0,0,55,1920-02-01,Preteky Formula 3,True,166,166666,1.0
923,1,1920,0,0,55,1920-03-07,Preteky Formula 1,True,1000,1000000,1.0
924,3,1920,1,1,244,1920-03-07,Preteky Formula E,True,166,166666,1.0
925,5,1920,2,2,700,1920-03-07,Preteky Formula 2,True,250,250000,1.0
926,6,1920,3,3,500,1920-03-07,Preteky Formula 3,True,166,166666,1.0
927,1,1920,0,0,55,1920-04-11,Preteky Formula 1,True,1000,1000000,1.0
928,3,1920,2,2,700,1920-04-11,Preteky Formula E,True,166,166666,1.0
929,5,1920,2,2,700,1920-04-11,Preteky Formula 2,True,250,250000,1.0
930,6,1920,0,0,55,1920-04-11,Preteky Formula 3,True,166,166666,1.0
931,1,1920,2,2,700,1920-05-16,Preteky Formula 1,True,1000,1000000,1.0
932,3,1920,1,1,244,1920-05-16,Preteky Formula E,True,166,166666,1.0
933,5,1920,0,0,55,1920-05-16,Preteky Formula 2,True,250,250000,1.0
934,6,1920,0,0,55,1920-05-16,Preteky Formula 3,True,166,166666,1.35
935,1,1920,3,3,500,1920-06-20,Preteky Formula 1,True,1000,1000000,1.0
936,3,1920,3,3,500,1920-06-20,Preteky Formula E,True,166,166666,1.0
937,5,1920,1,1,244,1920-06-20,Preteky Formula 2,True,250,250000,1.0
938,6,1920,1,1,244,1920-06-20,Preteky Formula 3,True,166,166666,1.0
939,1,1920,1,1,244,1920-07-25,Preteky Formula 1,True,1000,1000000,1.0
940,3,1920,1,1,244,1920-07-25,Preteky Formula E,True,166,166666,1.0
941,5,1920,0,0,55,1920-07-25,Preteky Formula 2,True,250,250000,1.29
942,6,1920,2,2,700,1920-07-25,Preteky Formula 3,False,166,166666,1.0
943,1,1920,3,3,500,1920-08-29,Preteky Formula 1,True,1000,1000000,1.0
944,3,1920,0,0,55,1920-08-29,Preteky Formula E,True,166,166666,1.0
945,5,1920,2,2,700,1920-08-29,Preteky Formula 2,True,250,250000,1.0
946,6,1920,0,0,55,1920-08-29,Preteky Formula 3,True,166,166666,1.0
947,1,1920,1,1,244,1920-10-03,Preteky Formula 1,True,1000,1000000,1.0
948,3,1920,1,1,244,1920-10-03,Preteky Formula E,True,166,166666,1.32
949,5,1920,2,2,700,1920-10-03,Preteky Formula 2,True,250,250000,1.0
950,6,1920,3,3,500,1920-10-03,Preteky Formula 3,True,166,166666,1.0
951,1,1920,3,3,500,1920-11-07,Preteky Formula 1,True,1000,1000000,1.48
952,3,1920,3,3,500,1920-11-07,Preteky Formula E,True,166,166666,1.0
953,5,1920,2,2,700,1920-11-07,Preteky Formula 2,True,250,250000,1.0
954,6,1920,3,3,500,1920-11-07,Preteky Formula 3,True,166,166666,1.0
955,1,1920,0,0,55,1920-12-12,Preteky Formula 1,True,1000,1000000,1.0
956,3,1920,1,1,244,1920-12-12,Preteky Formula E,True,166,166666,1.0
957,5,1920,0,0,55,1920-12-12,Preteky Formula 2,True,250,250000,1.0
958,6,1920,1,1,244,1920-12-12,Preteky Formula 3,True,166,166666,1.0
959,1,1921,3,3,500,1921-01-30,Preteky Formula 1,True,1000,1000000,1.0
960,3,1921,0,0,55,1921-01-30,Preteky Formula E,True,166,166666,1.0
961,5,1921,2,2,700,1921-01-30,Preteky Formula 2,True,250,250000,1.0
962,6,1921,3,3,500,1921-01-30,Preteky Formula 3,True,166,166666,1.0
963,1,1921,2,2,700,1921-03-06,Preteky Formula 1,True,1000,1000000,1.0
964,3,1921,1,1,244,1921-03-06,Preteky Formula E,True,166,166666,1.0
965,5,1921,2,2,700,1921-03-06,Preteky Formula 2,True,250,250000,1.0
966,6,1921,1,1,244,1921-03-06,Preteky Formula 3,True,166,166666,1.0
967,1,1921,3,3,500,1921-04-10,Preteky Formula 1,True,1000,1000000,1.21
968,3,1921,2,2,700,1921-04-10,Preteky Formula E,True,166,166666,1.0
969,5,1921,3,3,500,1921-04-10,Preteky Formula 2,True,250,250000,1.3599999999999999
970,6,1921,2,2,700,1921-04-10,Preteky Formula 3,True,166,166666,1.0
971,1,1921,0,0,55,1921-05-15,Preteky Formula 1,True,1000,1000000,1.0
972,3,1921,1,1,244,1921-05-15,Preteky Formula E,True,166,166666,1.0
973,5,1921,3,3,500,1921-05-15,Preteky Formula 2,True,250,250000,1.0
974,6,1921,1,1,244,1921-05-15,Preteky Formula 3,True,166,166666,1.0
975,1,1921,2,2,700,1921-06-19,Preteky Formula 1,True,1000,1000000,1.0
976,3,1921,2,2,700,1921-06-19,Preteky Formula E,True,166,166666,1.0
977,5,1921,0,0,55,1921-06-19,Preteky Formula 2,True,250,250000,1.0
978,6,1921,1,1,244,1921-06-19,Preteky Formula 3,True,166,166666,1.0
979,1,1921,0,0,55,1921-07-24,Preteky Formula 1,True,1000,1000000,1.0
980,3,1921,2,2,700,1921-07-24,Preteky Formula E,True,166,166666,1.0
981,5,1921,1,1,244,1921-07-24,Preteky Formula 2,True,250,250000,1.32
982,6,1921,1,1,244,1921-07-24,Preteky Formula 3,False,166,166666,1.34
983,1,1921,2,2,700,1921-08-28,Preteky Formula 1,True,1000,1000000,1.0
984,3,1921,0,0,55,1921-08-28,Preteky Formula E,True,166,166666,1.35
985,5,1921,2,2,700,1921-08-28,Preteky Formula 2,True,250,250000,1.0
986,6,1921,0,0,55,1921-08-28,Preteky Formula 3,True,166,166666,1.0
987,1,1921,2,2,700,1921-10-02,Preteky Formula 1,True,1000,1000000,1.0
988,3,1921,0,0,55,1921-10-02,Preteky Formula E,True,166,166666,1.0
989,5,1921,3,3,500,1921-10-02,Preteky Formula 2,True,250,250000,1.0
990,6,1921,2,2,700,1921-10-02,Preteky Formula 3,True,166,166666,1.0
991,1,1921,0,0,55,1921-11-06,Preteky Formula 1,True,1000,1000000,1.0
992,3,1921,2,2,700,1921-11-06,Preteky Formula E,True,166,166666,1.0
993,5,1921,2,2,700,1921-11-06,Preteky Formula 2,True,250,250000,1.0
994,6,1921,2,2,700,1921-11-06,Preteky Formula 3,True,166,166666,1.0
995,1,1921,2,2,700,1921-12-11,Preteky Formula 1,True,1000,1000000,1.0
996,3,1921,3,3,500,1921-12-11,Preteky Formula E,True,166,166666,1.0
997,5,1921,0,0,55,1921-12-11,Preteky Formula 2,True,250,250000,1.49
998,6,1921,2,2,700,1921-12-11,Preteky Formula 3,True,166,166666,1.45
999,1,1922,3,3,500,1922-01-29,Preteky Formula 1,True,1000,1000000,1.0
1000,3,1922,2,2,700,1922-01-29,Preteky Formula E,True,166,166666,1.0
1001,5,1922,3,3,500,1922-01-29,Preteky Formula 2,True,250,250000,1.23
1002,6,1922,1,1,244,1922-01-29,Preteky Formula 3,True,166,166666,1.0
1003,1,1922,2,2,700,1922-03-05,Preteky Formula 1,True,1000,1000000,1.0
1004,3,1922,0,0,55,1922-03-05,Preteky Formula E,True,166,166666,1.0
1005,5,1922,2,2,700,1922-03-05,Preteky Formula 2,True,250,250000,1.0
1006,6,1922,3,3,500,1922-03-05,Preteky Formula 3,True,166,166666,1.0
1007,1,1922,1,1,244,1922-04-09,Preteky Formula 1,True,1000,1000000,1.0
1008,3,1922,3,3,500,1922-04-09,Preteky Formula E,True,166,166666,1.0
1009,5,1922,1,1,244,1922-04-09,Preteky Formula 2,True,250,250000,1.0
1010,6,1922,0,0,55,1922-04-09,Preteky Formula 3,True,166,166666,1.0
1011,1,1922,3,3,500,1922-05-14,Preteky Formula 1,True,1000,1000000,1.0
1012,3,1922,1,1,244,1922-05-14,Preteky Formula E,True,166,166666,1.0
1013,5,1922,3,3,500,1922-05-14,Preteky Formula 2,True,250,250000,1.0
1014,6,1922,0,0,55,1922-05-14,Preteky Formula 3,True,166,166666,1.0
1015,1,1922,2,2,700,1922-06-18,Preteky Formula 1,True,1000,1000000,1.0
1016,3,1922,3,3,500,1922-06-18,Preteky Formula E,True,166,166666,1.0
1017,5,1922,0,0,55,1922-06-18,Preteky Formula 2,True,250,250000,1.0
1018,6,1922,2,2,700,1922-06-18,Preteky Formula 3,True,166,166666,1.0
1019,1,1922,0,0,55,1922-07-23,Preteky Formula 1,True,1000,1000000,1.0
1020,3,1922,1,1,244,1922-07-23,Preteky Formula E,True,166,166666,1.0
1021,5,1922,2,2,700,1922-07-23,Preteky Formula 2,True,250,250000,1.0
1022,6,1922,3,3,500,1922-07-23,Preteky Formula 3,False,166,166666,1.0
1023,1,1922,2,2,700,1922-08-27,Preteky Formula 1,True,1000,1000000,1.0
1024,3,1922,3,3,500,1922-08-27,Preteky Formula E,True,166,166666,1.0
1025,5,1922,0,0,55,1922-08-27,Preteky Formula 2,True,250,250000,1.0
1026,6,1922,0,0,55,1922-08-27,Preteky Formula 3,True,166,166666,1.0
1027,1,1922,1,1,244,1922-10-01,Preteky Formula 1,True,1000,1000000,1.47
1028,3,1922,3,3,500,1922-10-01,Preteky Formula E,True,166,166666,1.0
1029,5,1922,2,2,700,1922-10-01,Preteky Formula 2,True,250,250000,1.0
1030,6,1922,0,0,55,1922-10-01,Preteky Formula 3,True,166,166666,1.0
1031,1,1922,0,0,55,1922-11-05,Preteky Formula 1,True,1000,1000000,1.0
1032,3,1922,0,0,55,1922-11-05,Preteky Formula E,True,166,166666,1.0
1033,5,1922,1,1,244,1922-11-05,Preteky Formula 2,True,250,250000,1.0
1034,6,1922,0,0,55,1922-11-05,Preteky Formula 3,True,166,166666,1.44
1035,1,1922,1,1,244,1922-12-10,Preteky Formula 1,True,1000,1000000,1.0
1036,3,1922,1,1,244,1922-12-10,Preteky Formula E,True,166,166666,1.0
1037,5,1922,0,0,55,1922-12-10,Preteky Formula 2,True,250,250000,1.0
1038,6,1922,1,1,244,1922-12-10,Preteky Formula 3,True,166,166666,1.0
1039,1,1923,0,0,55,1923-02-04,Preteky Formula 1,True,1000,1000000,1.0
1040,3,1923,2,2,700,1923-02-04,Preteky Formula E,True,166,166666,1.0
1041,5,1923,2,2,700,1923-02-04,Preteky Formula 2,True,250,250000,1.0
1042,6,1923,2,2,700,1923-02-04,Preteky Formula 3,True,166,166666,1.0
1043,1,1923,1,1,244,1923-03-11,Preteky Formula 1,True,1000,1000000,1.0
1044,3,1923,3,3,500,1923-03-11,Preteky Formula E,True,166,166666,1.0
1045,5,1923,3,3,500,1923-03-11,Preteky Formula 2,True,250,250000,1.0
1046,6,1923,0,0,55,1923-03-11,Preteky Formula 3,True,166,166666,1.0
1047,1,1923,3,3,500,1923-04-15,Preteky Formula 1,True,1000,1000000,1.0
1048,3,1923,1,1,244,1923-04-15,Preteky Formula E,True,166,166666,1.0
1049,5,1923,0,0,55,1923-04-15,Preteky Formula 2,True,250,250000,1.0
1050,6,1923,0,0,55,1923-04-15,Preteky Formula 3,True,166,166666,1.0
1051,1,1923,3,3,500,1923-05-20,Preteky Formula 1,True,1000,1000000,1.0
1052,3,1923,3,3,500,1923-05-20,Preteky Formula E,True,166,166666,1.0
1053,5,1923,3,3,500,1923-05-20,Preteky Formula 2,True,250,250000,1.0
1054,6,1923,0,0,55,1923-05-20,Preteky Formula 3,True,166,166666,1.0
1055,1,1923,0,0,55,1923-06-24,Preteky Formula 1,True,1000,1000000,1.0
1056,3,1923,3,3,500,1923-06-24,Preteky Formula E,True,166,166666,1.0
1057,5,1923,0,0,55,1923-06-24,Preteky Formula 2,True,250,250000,1.0
1058,6,1923,1,1,244,1923-06-24,Preteky Formula 3,True,166,166666,1.0
1059,1,1923,2,2,700,1923-07-29,Preteky Formula 1,True,1000,1000000,1.48
1060,3,1923,3,3,500,1923-07-29,Preteky Formula E,True,166,166666,1.0
1061,5,1923,3,3,500,1923-07-29,Preteky Formula 2,True,250,250000,1.0
1062,6,1923,0,0,55,1923-07-29,Preteky Formula 3,False,166,166666,1.0
1063,1,1923,0,0,55,1923-09-02,Preteky Formula 1,True,1000,1000000,1.03
1064,3,1923,2,2,700,1923-09-02,Preteky Formula E,True,166,166666,1.0
1065,5,1923,0,0,55,1923-09-02,Preteky Formula 2,True,250,250000,1.0
1066,6,1923,1,1,244,1923-09-02,Preteky Formula 3,True,166,166666,1.0
1067,1,1923,3,3,500,1923-10-07,Preteky Formula 1,True,1000,1000000,1.0
1068,3,1923,2,2,700,1923-10-07,Preteky Formula E,True,166,166666,1.0
1069,5,1923,1,1,244,1923-10-07,Preteky Formula 2,True,250,250000,1.0
1070,6,1923,1,1,244,1923-10-07,Preteky Formula 3,True,166,166666,1.0
1071,1,1923,1,1,244,1923-11-11,Preteky Formula 1,True,1000,1000000,1.0
1072,3,1923,0,0,55,1923-11-11,Preteky Formula E,True,166,166666,1.0
1073,5,1923,3,3,500,1923-11-11,Preteky Formula 2,True,250,250000,1.0
1074,6,1923,3,3,500,1923-11-11,Preteky Formula 3,True,166,166666,1.35
1075,1,1923,3,3,500,1923-12-16,Preteky Formula 1,True,1000,1000000,1.0
1076,3,1923,3,3,500,1923-12-16,Preteky Formula E,True,166,166666,1.48
1077,5,1923,3,3,500,1923-12-16,Preteky Formula 2,True,250,250000,1.0
1078,6,1923,3,3,500,1923-12-16,Preteky Formula 3,True,166,166666,1.0
1079,1,1924,2,2,700,1924-02-03,Preteky Formula 1,True,1000,1000000,1.0
1080,3,1924,3,3,500,1924-02-03,Preteky Formula E,True,166,166666,1.0
1081,5,1924,1,1,244,1924-02-03,Preteky Formula 2,True,250,250000,1.0
1082,6,1924,1,1,244,1924-02-03,Preteky Formula 3,True,166,166666,1.0
1083,1,1924,2,2,700,1924-03-09,Preteky Formula 1,True,1000,1000000,1.0
1084,3,1924,3,3,500,1924-03-09,Preteky Formula E,True,166,166666,1.0
1085,5,1924,0,0,55,1924-03-09,Preteky Formula 2,True,250,250000,1.0
1086,6,1924,2,2,700,1924-03-09,Preteky Formula 3,True,166,166666,1.0
1087,1,1924,0,0,55,1924-04-13,Preteky Formula 1,True,1000,1000000,1.0
1088,3,1924,1,1,244,1924-04-13,Preteky Formula E,True,166,166666,1.0
1089,5,1924,1,1,244,1924-04-13,Preteky Formula 2,True,250,250000,1.0
1090,6,1924,2,2,700,1924-04-13,Preteky Formula 3,True,166,166666,1.0
1091,1,1924,1,1,244,1924-05-18,Preteky Formula 1,True,1000,1000000,1.0
1092,3,1924,0,0,55,1924-05-18,Preteky Formula E,True,166,166666,1.0
1093,5,1924,2,2,700,1924-05-18,Preteky Formula 2,True,250,250000,1.0
1094,6,1924,2,2,700,1924-05-18,Preteky Formula 3,True,166,166666,1.06
1095,1,1924,1,1,244,1924-06-22,Preteky Formula 1,True,1000,1000000,1.0
1096,3,1924,2,2,700,1924-06-22,Preteky Formula E,True,166,166666,1.0
1097,5,1924,3,3,500,1924-06-22,Preteky Formula 2,True,250,250000,1.0
1098,6,1924,3,3,500,1924-06-22,Preteky Formula 3,True,166,166666,1.0
1099,1,1924,0,0,55,1924-07-27,Preteky Formula 1,True,1000,1000000,1.0
1100,3,1924,1,1,244,1924-07-27,Preteky Formula E,True,166,166666,1.0
1101,5,1924,1,1,244,1924-07-27,Preteky Formula 2,True,250,250000,1.27
1102,6,1924,2,2,700,1924-07-27,Preteky Formula 3,False,166,166666,1.05
1103,1,1924,2,2,700,1924-08-31,Preteky Formula 1,True,1000,1000000,1.0
1104,3,1924,0,0,55,1924-08-31,Preteky Formula E,True,166,166666,1.0
1105,5,1924,0,0,55,1924-08-31,Preteky Formula 2,True,250,250000,1.0
1106,6,1924,0,0,55,1924-08-31,Preteky Formula 3,True,166,166666,1.25
1107,1,1924,3,3,500,1924-10-05,Preteky Formula 1,True,1000,1000000,1.0
1108,3,1924,2,2,700,1924-10-05,Preteky Formula E,True,166,166666,1.0
1109,5,1924,0,0,55,1924-10-05,Preteky Formula 2,True,250,250000,1.0
1110,6,1924,1,1,244,1924-10-05,Preteky Formula 3,True,166,166666,1.0
1111,1,1924,2,2,700,1924-11-09,Preteky Formula 1,True,1000,1000000,1.0
1112,3,1924,1,1,244,1924-11-09,Preteky Formula E,True,166,166666,1.25
1113,5,1924,0,0,55,1924-11-09,Preteky Formula 2,True,250,250000,1.0
1114,6,1924,0,0,55,1924-11-09,Preteky Formula 3,True,166,166666,1.0
1115,1,1924,1,1,244,1924-12-14,Preteky Formula 1,True,1000,1000000,1.0
1116,3,1924,0,0,55,1924-12-14,Preteky Formula E,True,166,166666,1.0
1117,5,1924,2,2,700,1924-12-14,Preteky Formula 2,True,250,250000,1.28
1118,6,1924,1,1,244,1924-12-14,Preteky Formula 3,True,166,166666,1.3900000000000001
1119,1,1925,1,1,244,1925-02-01,Preteky Formula 1,True,1000,1000000,1.0
1120,3,1925,2,2,700,1925-02-01,Preteky Formula E,True,166,166666,1.0
1121,5,1925,2,2,700,1925-02-01,Preteky Formula 2,True,250,250000,1.13
1122,6,1925,3,3,500,1925-02-01,Preteky Formula 3,True,166,166666,1.0
1123,1,1925,2,2,700,1925-03-08,Preteky Formula 1,True,1000,1000000,1.0
1124,3,1925,3,3,500,1925-03-08,Preteky Formula E,True,166,166666,1.0
1125,5,1925,2,2,700,1925-03-08,Preteky Formula 2,True,250,250000,1.45
1126,6,1925,2,2,700,1925-03-08,Preteky Formula 3,True,166,166666,1.0
1127,1,1925,3,3,500,1925-04-12,Preteky Formula 1,True,1000,1000000,1.0
1128,3,1925,3,3,500,1925-04-12,Preteky Formula E,True,166,166666,1.0
1129,5,1925,0,0,55,1925-04-12,Preteky Formula 2,True,250,250000,1.0
