raceId,driverId,teamId,carId,position,season,seriesId,round,engine,chassi,pneu
66,968,0,37,19,1898,6,6,1,3,4
66,945,12,17,20,1898,6,6,1,2,4
66,933,13,14,21,1898,6,6,1,2,5
66,950,17,5,22,1898,6,6,1,0,4
66,940,15,9,23,1898,6,6,1,3,5
66,921,11,7,24,1898,6,6,1,0,5
66,956,12,28,25,1898,6,6,1,2,4
66,932,14,30,26,1898,6,6,1,3,5
66,974,0,26,27,1898,6,6,1,3,4
66,931,19,2,28,1898,6,6,1,2,5
66,966,18,23,29,1898,6,6,1,3,4
66,946,12,25,30,1898,6,6,1,2,4
66,929,17,1,31,1898,6,6,1,0,4
66,918,17,6,32,1898,6,6,1,0,4
66,964,18,35,33,1898,6,6,1,3,4
66,936,12,8,34,1898,6,6,1,2,4
66,915,13,13,35,1898,6,6,1,2,5
66,925,0,31,36,1898,6,6,1,3,4
66,973,16,27,999,1898,6,6,1,0,5
66,920,11,34,999,1898,6,6,1,0,5
66,937,0,3,999,1898,6,6,1,3,4
66,953,18,10,998,1898,6,6,1,3,4
67,980,3,15,1,1898,1,8,1,1,4
67,979,5,19,2,1898,1,8,0,1,4
67,905,4,6,3,1898,1,8,0,1,4
67,975,2,17,4,1898,1,8,1,1,4
67,903,2,3,5,1898,1,8,1,1,4
67,911,3,10,6,1898,1,8,1,1,4
67,907,5,5,7,1898,1,8,0,1,4
67,909,5,8,8,1898,1,8,0,1,4
67,912,5,11,9,1898,1,8,0,1,4
67,898,4,2,10,1898,1,8,0,1,4
67,983,2,14,11,1898,1,8,1,1,4
67,872,3,9,12,1898,1,8,1,1,4
67,902,4,7,13,1898,1,8,0,1,4
67,871,2,0,14,1898,1,8,1,1,4
67,892,1,16,15,1898,1,8,0,1,4
67,913,1,12,16,1898,1,8,0,1,4
67,873,4,1,17,1898,1,8,0,1,4
67,884,1,13,18,1898,1,8,0,1,4
67,882,3,18,19,1898,1,8,1,1,4
67,878,1,4,20,1898,1,8,0,1,4
69,977,7,0,1,1898,5,8,0,0,5
69,985,7,2,2,1898,5,8,0,0,5
69,987,10,9,3,1898,5,8,1,2,5
69,982,7,4,4,1898,5,8,0,0,5
69,990,7,6,5,1898,5,8,0,0,5
69,984,9,1,6,1898,5,8,1,2,5
69,992,10,7,7,1898,5,8,1,2,5
69,998,8,15,8,1898,5,8,1,2,5
69,995,9,12,9,1898,5,8,1,2,5
69,999,9,16,10,1898,5,8,1,2,5
69,993,9,8,11,1898,5,8,1,2,5
69,996,10,13,12,1898,5,8,1,2,5
69,1001,8,18,13,1898,5,8,1,2,5
69,988,6,10,14,1898,5,8,1,0,5
69,994,8,11,15,1898,5,8,1,2,5
69,989,6,5,16,1898,5,8,1,0,5
69,978,6,3,17,1898,5,8,1,0,5
69,1002,8,19,18,1898,5,8,1,2,5
69,997,6,14,19,1898,5,8,1,0,5
69,1000,10,17,20,1898,5,8,1,2,5
70,944,16,31,1,1898,6,7,1,0,5
70,961,19,19,2,1898,6,7,1,2,5
70,967,11,35,3,1898,6,7,1,0,5
70,963,13,28,4,1898,6,7,1,2,5
70,976,11,23,5,1898,6,7,1,0,5
70,962,14,20,6,1898,6,7,1,3,5
70,954,19,10,7,1898,6,7,1,2,5
70,973,16,26,8,1898,6,7,1,0,5
70,958,16,18,9,1898,6,7,1,0,5
70,947,15,4,10,1898,6,7,1,3,5
70,955,15,11,11,1898,6,7,1,3,5
70,948,14,17,12,1898,6,7,1,3,5
70,968,0,36,13,1898,6,7,1,3,4
70,935,13,32,14,1898,6,7,1,2,5
70,965,18,21,15,1898,6,7,1,3,4
70,946,12,24,16,1898,6,7,1,2,4
70,966,18,22,17,1898,6,7,1,3,4
70,940,15,9,18,1898,6,7,1,3,5
70,945,12,16,19,1898,6,7,1,2,4
70,915,13,12,20,1898,6,7,1,2,5
70,956,12,27,21,1898,6,7,1,2,4
70,931,19,2,22,1898,6,7,1,2,5
70,921,11,7,23,1898,6,7,1,0,5
70,934,14,14,24,1898,6,7,1,3,5
70,936,12,8,25,1898,6,7,1,2,4
70,932,14,29,26,1898,6,7,1,3,5
70,918,17,6,27,1898,6,7,1,0,4
70,937,0,3,28,1898,6,7,1,3,4
70,925,0,30,29,1898,6,7,1,3,4
70,970,15,38,999,1898,6,7,1,3,5
70,969,17,37,999,1898,6,7,1,0,4
70,939,19,15,999,1898,6,7,1,2,5
70,933,13,13,999,1898,6,7,1,2,5
70,964,18,34,999,1898,6,7,1,3,4
70,971,18,39,999,1898,6,7,1,3,4
70,950,17,5,999,1898,6,7,1,0,4
70,974,0,25,999,1898,6,7,1,3,4
70,928,16,0,999,1898,6,7,1,0,5
70,929,17,1,999,1898,6,7,1,0,4
70,920,11,33,998,1898,6,7,1,0,5
71,983,2,14,1,1898,1,9,1,1,4
71,980,3,15,2,1898,1,9,1,1,4
71,903,2,3,3,1898,1,9,1,1,4
71,909,5,8,4,1898,1,9,0,1,4
71,872,3,9,5,1898,1,9,1,1,4
71,902,4,7,6,1898,1,9,0,1,4
71,907,5,5,7,1898,1,9,0,1,4
71,979,5,19,8,1898,1,9,0,1,4
71,912,5,11,9,1898,1,9,0,1,4
71,905,4,6,10,1898,1,9,0,1,4
71,882,3,18,11,1898,1,9,1,1,4
71,873,4,1,12,1898,1,9,0,1,4
71,913,1,12,13,1898,1,9,0,1,4
71,892,1,16,14,1898,1,9,0,1,4
71,898,4,2,15,1898,1,9,0,1,4
71,878,1,4,16,1898,1,9,0,1,4
71,911,3,10,17,1898,1,9,1,1,4
71,884,1,13,18,1898,1,9,0,1,4
71,871,2,0,19,1898,1,9,1,1,4
71,975,2,17,999,1898,1,9,1,1,4
73,984,9,1,1,1898,5,9,1,2,5
73,985,7,2,2,1898,5,9,0,0,5
73,977,7,0,3,1898,5,9,0,0,5
73,1000,10,17,4,1898,5,9,1,2,5
73,987,10,9,5,1898,5,9,1,2,5
73,988,6,10,6,1898,5,9,1,0,5
73,990,7,6,7,1898,5,9,0,0,5
73,996,10,13,8,1898,5,9,1,2,5
73,982,7,4,9,1898,5,9,0,0,5
73,989,6,5,10,1898,5,9,1,0,5
73,978,6,3,11,1898,5,9,1,0,5
73,995,9,12,12,1898,5,9,1,2,5
73,999,9,16,13,1898,5,9,1,2,5
73,997,6,14,14,1898,5,9,1,0,5
73,1002,8,19,15,1898,5,9,1,2,5
73,992,10,7,16,1898,5,9,1,2,5
73,1001,8,18,17,1898,5,9,1,2,5
73,994,8,11,18,1898,5,9,1,2,5
73,998,8,15,998,1898,5,9,1,2,5
73,993,9,8,998,1898,5,9,1,2,5
74,958,16,18,1,1898,6,8,1,0,5
74,963,13,28,2,1898,6,8,1,2,5
74,976,11,23,3,1898,6,8,1,0,5
74,969,17,36,4,1898,6,8,1,0,4
74,961,19,19,5,1898,6,8,1,2,5
74,973,16,26,6,1898,6,8,1,0,5
74,967,11,34,7,1898,6,8,1,0,5
74,970,15,37,8,1898,6,8,1,3,5
74,947,15,4,9,1898,6,8,1,3,5
74,944,16,31,10,1898,6,8,1,0,5
74,948,14,17,11,1898,6,8,1,3,5
74,971,18,38,12,1898,6,8,1,3,4
74,966,18,22,13,1898,6,8,1,3,4
74,964,18,33,14,1898,6,8,1,3,4
74,968,0,35,15,1898,6,8,1,3,4
74,965,18,21,16,1898,6,8,1,3,4
74,936,12,8,17,1898,6,8,1,2,4
74,950,17,5,18,1898,6,8,1,0,4
74,939,19,15,19,1898,6,8,1,2,5
74,962,14,20,20,1898,6,8,1,3,5
74,934,14,14,21,1898,6,8,1,3,5
74,946,12,24,22,1898,6,8,1,2,4
74,933,13,13,23,1898,6,8,1,2,5
74,956,12,27,24,1898,6,8,1,2,4
74,931,19,2,25,1898,6,8,1,2,5
74,935,13,32,26,1898,6,8,1,2,5
74,928,16,0,27,1898,6,8,1,0,5
74,974,0,25,28,1898,6,8,1,3,4
74,937,0,3,29,1898,6,8,1,3,4
74,929,17,1,30,1898,6,8,1,0,4
74,940,15,9,31,1898,6,8,1,3,5
74,921,11,7,32,1898,6,8,1,0,5
74,932,14,29,33,1898,6,8,1,3,5
74,925,0,30,34,1898,6,8,1,3,4
74,915,13,12,35,1898,6,8,1,2,5
74,972,11,39,999,1898,6,8,1,0,5
74,954,19,10,999,1898,6,8,1,2,5
74,955,15,11,999,1898,6,8,1,3,5
74,945,12,16,999,1898,6,8,1,2,4
74,918,17,6,999,1898,6,8,1,0,4
75,979,5,19,1,1898,1,10,0,1,4
75,892,1,16,2,1898,1,10,0,1,4
75,983,2,14,3,1898,1,10,1,1,4
75,980,3,15,4,1898,1,10,1,1,4
75,872,3,9,5,1898,1,10,1,1,4
75,905,4,6,6,1898,1,10,0,1,4
75,911,3,10,7,1898,1,10,1,1,4
75,909,5,8,8,1898,1,10,0,1,4
75,903,2,3,9,1898,1,10,1,1,4
75,902,4,7,10,1898,1,10,0,1,4
75,907,5,5,11,1898,1,10,0,1,4
75,913,1,12,12,1898,1,10,0,1,4
75,975,2,17,13,1898,1,10,1,1,4
75,878,1,4,14,1898,1,10,0,1,4
75,882,3,18,15,1898,1,10,1,1,4
75,912,5,11,16,1898,1,10,0,1,4
75,898,4,2,17,1898,1,10,0,1,4
75,873,4,1,18,1898,1,10,0,1,4
75,871,2,0,19,1898,1,10,1,1,4
75,884,1,13,20,1898,1,10,0,1,4
77,1001,8,16,1,1898,5,10,1,2,5
77,982,7,4,2,1898,5,10,0,0,5
77,985,7,2,3,1898,5,10,0,0,5
77,977,7,0,4,1898,5,10,0,0,5
77,992,10,7,5,1898,5,10,1,2,5
77,987,10,8,6,1898,5,10,1,2,5
77,984,9,1,7,1898,5,10,1,2,5
77,988,6,9,8,1898,5,10,1,0,5
77,989,6,5,9,1898,5,10,1,0,5
77,1000,10,15,10,1898,5,10,1,2,5
77,978,6,3,11,1898,5,10,1,0,5
77,999,9,14,12,1898,5,10,1,2,5
77,997,6,13,13,1898,5,10,1,0,5
77,995,9,11,14,1898,5,10,1,2,5
77,1002,8,17,15,1898,5,10,1,2,5
77,990,7,6,16,1898,5,10,0,0,5
77,1003,8,18,17,1898,5,10,1,2,5
77,1004,9,19,18,1898,5,10,1,2,5
77,994,8,10,19,1898,5,10,1,2,5
77,996,10,12,20,1898,5,10,1,2,5
78,972,11,39,1,1898,6,9,1,0,5
78,958,16,18,2,1898,6,9,1,0,5
78,967,11,34,3,1898,6,9,1,0,5
78,973,16,26,4,1898,6,9,1,0,5
78,963,13,28,5,1898,6,9,1,2,5
78,947,15,4,6,1898,6,9,1,3,5
78,970,15,37,7,1898,6,9,1,3,5
78,971,18,38,8,1898,6,9,1,3,4
78,968,0,35,9,1898,6,9,1,3,4
78,969,17,36,10,1898,6,9,1,0,4
78,966,18,22,11,1898,6,9,1,3,4
78,944,16,31,12,1898,6,9,1,0,5
78,939,19,15,13,1898,6,9,1,2,5
78,965,18,21,14,1898,6,9,1,3,4
78,964,18,33,15,1898,6,9,1,3,4
78,956,12,27,16,1898,6,9,1,2,4
78,946,12,24,17,1898,6,9,1,2,4
78,933,13,13,18,1898,6,9,1,2,5
78,950,17,5,19,1898,6,9,1,0,4
78,974,0,25,20,1898,6,9,1,3,4
78,948,14,17,21,1898,6,9,1,3,5
78,935,13,32,22,1898,6,9,1,2,5
78,915,13,12,23,1898,6,9,1,2,5
78,934,14,14,24,1898,6,9,1,3,5
78,937,0,3,25,1898,6,9,1,3,4
78,945,12,16,26,1898,6,9,1,2,4
78,928,16,0,27,1898,6,9,1,0,5
78,925,0,30,28,1898,6,9,1,3,4
78,918,17,6,29,1898,6,9,1,0,4
78,921,11,7,30,1898,6,9,1,0,5
78,936,12,8,31,1898,6,9,1,2,4
78,931,19,2,32,1898,6,9,1,2,5
78,932,14,29,33,1898,6,9,1,3,5
78,929,17,1,34,1898,6,9,1,0,4
78,976,11,23,999,1898,6,9,1,0,5
78,961,19,19,999,1898,6,9,1,2,5
78,962,14,20,999,1898,6,9,1,3,5
78,954,19,10,999,1898,6,9,1,2,5
78,955,15,11,999,1898,6,9,1,3,5
78,940,15,9,999,1898,6,9,1,3,5
79,975,1,11,1,1899,1,1,0,1,4
79,980,3,6,2,1899,1,1,1,1,4
79,985,5,14,3,1899,1,1,1,0,4
79,903,2,10,4,1899,1,1,1,1,4
79,983,2,5,5,1899,1,1,1,1,4
79,979,5,9,6,1899,1,1,1,0,4
79,902,4,1,7,1899,1,1,0,1,4
79,873,3,17,8,1899,1,1,1,1,4
79,982,5,19,9,1899,1,1,1,0,4
79,907,4,13,10,1899,1,1,0,1,4
79,898,2,12,11,1899,1,1,1,1,4
79,884,1,4,12,1899,1,1,0,1,4
79,882,3,8,13,1899,1,1,1,1,4
79,911,3,3,14,1899,1,1,1,1,4
79,878,2,16,15,1899,1,1,1,1,4
79,892,1,7,16,1899,1,1,0,1,4
79,905,4,0,17,1899,1,1,0,1,4
79,871,4,18,18,1899,1,1,0,1,4
79,909,5,2,19,1899,1,1,1,0,4
79,977,1,15,999,1899,1,1,0,1,4
81,996,7,13,1,1899,5,1,0,2,5
81,984,9,0,2,1899,5,1,0,2,5
81,988,7,11,3,1899,5,1,0,2,5
81,990,7,10,4,1899,5,1,0,2,5
81,1000,10,8,5,1899,5,1,1,2,5
81,995,9,5,6,1899,5,1,0,2,5
81,1001,6,12,7,1899,5,1,0,0,5
81,992,10,2,8,1899,5,1,1,2,5
81,997,6,6,9,1899,5,1,0,0,5
81,999,9,7,10,1899,5,1,0,2,5
81,1004,6,15,11,1899,5,1,0,0,5
81,987,10,3,12,1899,5,1,1,2,5
81,1006,8,17,13,1899,5,1,1,2,5
81,1002,8,14,14,1899,5,1,1,2,5
81,989,6,1,15,1899,5,1,0,0,5
81,1008,10,19,16,1899,5,1,1,2,5
81,994,8,4,17,1899,5,1,1,2,5
81,1007,9,18,999,1899,5,1,0,2,5
81,1005,7,16,999,1899,5,1,0,2,5
81,1003,8,9,998,1899,5,1,1,2,5
82,963,13,17,1,1899,6,1,1,0,5
82,961,19,11,2,1899,6,1,1,2,5
82,946,12,13,3,1899,6,1,1,0,5
82,945,12,8,4,1899,6,1,1,0,5
82,966,19,30,5,1899,6,1,1,2,5
82,971,19,39,6,1899,6,1,1,2,5
82,956,12,16,7,1899,6,1,1,0,5
82,970,15,23,8,1899,6,1,1,3,5
82,962,18,26,9,1899,6,1,1,0,4
82,978,14,27,10,1899,6,1,1,3,5
82,939,19,7,11,1899,6,1,1,2,5
82,933,13,5,12,1899,6,1,1,0,5
82,955,15,3,13,1899,6,1,1,3,5
82,976,11,12,14,1899,6,1,1,0,4
82,973,16,15,15,1899,6,1,1,0,4
82,964,18,38,16,1899,6,1,1,0,4
82,958,16,10,17,1899,6,1,1,0,4
82,948,14,9,18,1899,6,1,1,3,5
82,967,11,20,19,1899,6,1,1,0,4
82,969,17,22,20,1899,6,1,1,2,4
82,947,18,29,21,1899,6,1,1,0,4
82,972,11,24,22,1899,6,1,1,0,4
82,915,13,4,23,1899,6,1,1,0,5
82,928,13,32,24,1899,6,1,1,0,5
82,931,16,36,25,1899,6,1,1,0,4
82,934,14,6,26,1899,6,1,1,3,5
82,944,16,19,27,1899,6,1,1,0,4
82,913,18,25,28,1899,6,1,1,0,4
82,936,15,34,29,1899,6,1,1,3,5
82,932,14,33,30,1899,6,1,1,3,5
82,918,17,0,31,1899,6,1,1,2,4
82,937,0,35,32,1899,6,1,1,3,4
82,974,0,14,33,1899,6,1,1,3,4
82,921,11,1,34,1899,6,1,1,0,4
82,929,17,37,35,1899,6,1,1,2,4
82,968,0,21,36,1899,6,1,1,3,4
82,965,12,31,999,1899,6,1,1,0,5
82,954,17,28,999,1899,6,1,1,2,4
82,940,15,2,999,1899,6,1,1,3,5
82,925,0,18,999,1899,6,1,1,3,4
83,979,5,9,1,1899,1,2,1,0,4
83,983,2,5,2,1899,1,2,1,1,4
83,975,1,11,3,1899,1,2,0,1,4
83,873,3,17,4,1899,1,2,1,1,4
83,977,1,15,5,1899,1,2,0,1,4
83,878,2,16,6,1899,1,2,1,1,4
83,892,1,7,7,1899,1,2,0,1,4
83,980,3,6,8,1899,1,2,1,1,4
83,902,4,1,9,1899,1,2,0,1,4
83,985,5,14,10,1899,1,2,1,0,4
83,911,3,3,11,1899,1,2,1,1,4
83,982,5,19,12,1899,1,2,1,0,4
83,905,4,0,13,1899,1,2,0,1,4
83,882,3,8,14,1899,1,2,1,1,4
83,871,4,18,15,1899,1,2,0,1,4
83,898,2,12,16,1899,1,2,1,1,4
83,907,4,13,17,1899,1,2,0,1,4
83,884,1,4,18,1899,1,2,0,1,4
83,909,5,2,19,1899,1,2,1,0,4
83,903,2,10,999,1899,1,2,1,1,4
85,988,7,10,1,1899,5,2,0,2,5
85,992,10,2,2,1899,5,2,1,2,5
85,984,9,0,3,1899,5,2,0,2,5
85,990,7,9,4,1899,5,2,0,2,5
85,1002,8,13,5,1899,5,2,1,2,5
85,989,6,1,6,1899,5,2,0,0,5
85,987,10,3,7,1899,5,2,1,2,5
85,1006,8,16,8,1899,5,2,1,2,5
85,1004,6,14,9,1899,5,2,0,0,5
85,997,6,6,10,1899,5,2,0,0,5
85,996,7,12,11,1899,5,2,0,2,5
85,1001,6,11,12,1899,5,2,0,0,5
85,999,9,7,13,1899,5,2,0,2,5
85,994,8,4,14,1899,5,2,1,2,5
85,1008,10,18,15,1899,5,2,1,2,5
85,1009,8,19,16,1899,5,2,1,2,5
85,1005,7,15,17,1899,5,2,0,2,5
85,1000,10,8,18,1899,5,2,1,2,5
85,995,9,5,19,1899,5,2,0,2,5
85,1007,9,17,20,1899,5,2,0,2,5
86,978,14,27,1,1899,6,2,1,3,5
86,963,13,17,2,1899,6,2,1,0,5
86,961,19,11,3,1899,6,2,1,2,5
86,971,19,39,4,1899,6,2,1,2,5
86,965,12,31,5,1899,6,2,1,0,5
86,976,11,12,6,1899,6,2,1,0,4
86,972,11,24,7,1899,6,2,1,0,4
86,946,12,13,8,1899,6,2,1,0,5
86,970,15,23,9,1899,6,2,1,3,5
86,966,19,30,10,1899,6,2,1,2,5
86,947,18,29,11,1899,6,2,1,0,4
86,956,12,16,12,1899,6,2,1,0,5
86,967,11,20,13,1899,6,2,1,0,4
86,958,16,10,14,1899,6,2,1,0,4
86,973,16,15,15,1899,6,2,1,0,4
86,933,13,5,16,1899,6,2,1,0,5
86,939,19,7,17,1899,6,2,1,2,5
86,962,18,26,18,1899,6,2,1,0,4
86,969,17,22,19,1899,6,2,1,2,4
86,948,14,9,20,1899,6,2,1,3,5
86,915,13,4,21,1899,6,2,1,0,5
86,955,15,3,22,1899,6,2,1,3,5
86,913,18,25,23,1899,6,2,1,0,4
86,964,18,38,24,1899,6,2,1,0,4
86,928,13,32,25,1899,6,2,1,0,5
86,954,17,28,26,1899,6,2,1,2,4
86,944,16,19,27,1899,6,2,1,0,4
86,974,0,14,28,1899,6,2,1,3,4
86,934,14,6,29,1899,6,2,1,3,5
86,936,15,34,30,1899,6,2,1,3,5
86,931,16,36,31,1899,6,2,1,0,4
86,925,0,18,32,1899,6,2,1,3,4
86,968,0,21,33,1899,6,2,1,3,4
86,921,11,1,34,1899,6,2,1,0,4
86,932,14,33,35,1899,6,2,1,3,5
86,918,17,0,36,1899,6,2,1,2,4
86,937,0,35,37,1899,6,2,1,3,4
86,929,17,37,38,1899,6,2,1,2,4
86,945,12,8,999,1899,6,2,1,0,5
86,940,15,2,999,1899,6,2,1,3,5
87,982,5,19,1,1899,1,3,1,0,4
87,980,3,6,2,1899,1,3,1,1,4
87,985,5,14,3,1899,1,3,1,0,4
87,979,5,9,4,1899,1,3,1,0,4
87,983,2,5,5,1899,1,3,1,1,4
87,977,1,15,6,1899,1,3,0,1,4
87,892,1,7,7,1899,1,3,0,1,4
87,903,2,10,8,1899,1,3,1,1,4
87,898,2,12,9,1899,1,3,1,1,4
87,902,4,1,10,1899,1,3,0,1,4
87,907,4,13,11,1899,1,3,0,1,4
87,909,5,2,12,1899,1,3,1,0,4
87,911,3,3,13,1899,1,3,1,1,4
87,905,4,0,14,1899,1,3,0,1,4
87,871,4,18,15,1899,1,3,0,1,4
87,884,1,4,16,1899,1,3,0,1,4
87,878,2,16,17,1899,1,3,1,1,4
87,975,1,11,18,1899,1,3,0,1,4
87,873,3,17,19,1899,1,3,1,1,4
87,882,3,8,20,1899,1,3,1,1,4
89,988,7,10,1,1899,5,3,0,2,5
89,984,9,0,2,1899,5,3,0,2,5
89,992,10,2,3,1899,5,3,1,2,5
89,1005,7,15,4,1899,5,3,0,2,5
89,995,9,5,5,1899,5,3,0,2,5
89,989,6,1,6,1899,5,3,0,0,5
89,990,7,9,7,1899,5,3,0,2,5
89,996,7,12,8,1899,5,3,0,2,5
89,1002,8,13,9,1899,5,3,1,2,5
89,987,10,3,10,1899,5,3,1,2,5
89,997,6,6,11,1899,5,3,0,0,5
89,1001,6,11,12,1899,5,3,0,0,5
89,994,8,4,13,1899,5,3,1,2,5
89,1008,10,18,14,1899,5,3,1,2,5
89,1004,6,14,15,1899,5,3,0,0,5
89,1007,9,17,16,1899,5,3,0,2,5
89,1000,10,8,17,1899,5,3,1,2,5
89,1009,8,19,18,1899,5,3,1,2,5
89,999,9,7,999,1899,5,3,0,2,5
89,1006,8,16,999,1899,5,3,1,2,5
90,961,19,11,1,1899,6,3,1,2,5
90,966,19,30,2,1899,6,3,1,2,5
90,971,19,39,3,1899,6,3,1,2,5
90,972,11,24,4,1899,6,3,1,0,4
90,967,11,20,5,1899,6,3,1,0,4
90,970,15,23,6,1899,6,3,1,3,5
90,973,16,15,7,1899,6,3,1,0,4
90,969,17,22,8,1899,6,3,1,2,4
90,963,13,17,9,1899,6,3,1,0,5
90,958,16,10,10,1899,6,3,1,0,4
90,974,0,14,11,1899,6,3,1,3,4
90,956,12,16,12,1899,6,3,1,0,5
90,976,11,12,13,1899,6,3,1,0,4
90,965,12,31,14,1899,6,3,1,0,5
90,978,14,27,15,1899,6,3,1,3,5
90,955,15,3,16,1899,6,3,1,3,5
90,948,14,9,17,1899,6,3,1,3,5
90,964,18,38,18,1899,6,3,1,0,4
90,947,18,29,19,1899,6,3,1,0,4
90,968,0,21,20,1899,6,3,1,3,4
90,962,18,26,21,1899,6,3,1,0,4
90,939,19,7,22,1899,6,3,1,2,5
90,946,12,13,23,1899,6,3,1,0,5
90,954,17,28,24,1899,6,3,1,2,4
90,934,14,6,25,1899,6,3,1,3,5
90,945,12,8,26,1899,6,3,1,0,5
90,937,0,35,27,1899,6,3,1,3,4
90,940,15,2,28,1899,6,3,1,3,5
90,928,13,32,29,1899,6,3,1,0,5
90,944,16,19,30,1899,6,3,1,0,4
90,936,15,34,31,1899,6,3,1,3,5
90,913,18,25,32,1899,6,3,1,0,4
90,931,16,36,33,1899,6,3,1,0,4
90,933,13,5,34,1899,6,3,1,0,5
90,925,0,18,35,1899,6,3,1,3,4
90,915,13,4,36,1899,6,3,1,0,5
90,921,11,1,37,1899,6,3,1,0,4
90,918,17,0,38,1899,6,3,1,2,4
90,929,17,37,39,1899,6,3,1,2,4
90,932,14,33,40,1899,6,3,1,3,5
91,980,3,6,1,1899,1,4,1,1,4
91,975,1,11,2,1899,1,4,0,1,4
91,977,1,15,3,1899,1,4,0,1,4
91,982,5,19,4,1899,1,4,1,0,4
91,983,2,5,5,1899,1,4,1,1,4
91,903,2,10,6,1899,1,4,1,1,4
91,898,2,12,7,1899,1,4,1,1,4
91,979,5,9,8,1899,1,4,1,0,4
91,985,5,14,9,1899,1,4,1,0,4
91,909,5,2,10,1899,1,4,1,0,4
91,878,2,16,11,1899,1,4,1,1,4
91,911,3,3,12,1899,1,4,1,1,4
91,873,3,17,13,1899,1,4,1,1,4
91,902,4,1,14,1899,1,4,0,1,4
91,882,3,8,15,1899,1,4,1,1,4
91,905,4,0,16,1899,1,4,0,1,4
91,907,4,13,17,1899,1,4,0,1,4
91,871,4,18,18,1899,1,4,0,1,4
91,884,1,4,19,1899,1,4,0,1,4
91,892,1,7,20,1899,1,4,0,1,4
93,990,7,9,1,1899,5,4,0,2,5
93,984,9,0,2,1899,5,4,0,2,5
93,996,7,12,3,1899,5,4,0,2,5
93,988,7,10,4,1899,5,4,0,2,5
93,995,9,5,5,1899,5,4,0,2,5
93,999,9,7,6,1899,5,4,0,2,5
93,1007,9,17,7,1899,5,4,0,2,5
93,1005,7,15,8,1899,5,4,0,2,5
93,987,10,3,9,1899,5,4,1,2,5
93,1001,6,11,10,1899,5,4,0,0,5
93,989,6,1,11,1899,5,4,0,0,5
93,994,8,4,12,1899,5,4,1,2,5
93,992,10,2,13,1899,5,4,1,2,5
93,1004,6,14,14,1899,5,4,0,0,5
93,1002,8,13,15,1899,5,4,1,2,5
93,1009,8,19,16,1899,5,4,1,2,5
93,997,6,6,17,1899,5,4,0,0,5
93,1006,8,16,18,1899,5,4,1,2,5
93,1008,10,18,19,1899,5,4,1,2,5
93,1000,10,8,20,1899,5,4,1,2,5
94,965,12,31,1,1899,6,4,1,0,5
94,970,15,23,2,1899,6,4,1,3,5
94,956,12,16,3,1899,6,4,1,0,5
94,966,19,30,4,1899,6,4,1,2,5
94,961,19,11,5,1899,6,4,1,2,5
94,978,14,27,6,1899,6,4,1,3,5
94,973,16,15,7,1899,6,4,1,0,4
94,946,12,13,8,1899,6,4,1,0,5
94,976,11,12,9,1899,6,4,1,0,4
94,948,14,9,10,1899,6,4,1,3,5
94,972,11,24,11,1899,6,4,1,0,4
94,969,17,22,12,1899,6,4,1,2,4
94,971,19,39,13,1899,6,4,1,2,5
94,962,18,26,14,1899,6,4,1,0,4
94,939,19,7,15,1899,6,4,1,2,5
94,955,15,3,16,1899,6,4,1,3,5
94,958,16,10,17,1899,6,4,1,0,4
94,967,11,20,18,1899,6,4,1,0,4
94,964,18,38,19,1899,6,4,1,0,4
94,928,13,32,20,1899,6,4,1,0,5
94,937,0,35,21,1899,6,4,1,3,4
94,918,17,0,22,1899,6,4,1,2,4
94,933,13,5,23,1899,6,4,1,0,5
94,954,17,28,24,1899,6,4,1,2,4
94,934,14,6,25,1899,6,4,1,3,5
94,915,13,4,26,1899,6,4,1,0,5
94,947,18,29,27,1899,6,4,1,0,4
94,974,0,14,28,1899,6,4,1,3,4
94,931,16,36,29,1899,6,4,1,0,4
94,936,15,34,30,1899,6,4,1,3,5
94,932,14,33,31,1899,6,4,1,3,5
94,944,16,19,32,1899,6,4,1,0,4
94,968,0,21,33,1899,6,4,1,3,4
94,921,11,1,34,1899,6,4,1,0,4
94,913,18,25,35,1899,6,4,1,0,4
94,929,17,37,36,1899,6,4,1,2,4
94,925,0,18,37,1899,6,4,1,3,4
94,945,12,8,999,1899,6,4,1,0,5
94,940,15,2,999,1899,6,4,1,3,5
94,963,13,17,998,1899,6,4,1,0,5
95,983,2,5,1,1899,1,5,1,1,4
95,979,5,9,2,1899,1,5,1,0,4
95,898,2,12,3,1899,1,5,1,1,4
95,903,2,10,4,1899,1,5,1,1,4
95,980,3,6,5,1899,1,5,1,1,4
95,905,4,0,6,1899,1,5,0,1,4
95,985,5,14,7,1899,1,5,1,0,4
95,975,1,11,8,1899,1,5,0,1,4
95,873,3,17,9,1899,1,5,1,1,4
95,982,5,19,10,1899,1,5,1,0,4
95,977,1,15,11,1899,1,5,0,1,4
95,882,3,8,12,1899,1,5,1,1,4
95,909,5,2,13,1899,1,5,1,0,4
95,907,4,13,14,1899,1,5,0,1,4
95,892,1,7,15,1899,1,5,0,1,4
95,878,2,16,16,1899,1,5,1,1,4
95,884,1,4,17,1899,1,5,0,1,4
95,871,4,18,18,1899,1,5,0,1,4
95,911,3,3,999,1899,1,5,1,1,4
95,902,4,1,999,1899,1,5,0,1,4
97,990,7,9,1,1899,5,5,0,2,5
97,1002,8,13,2,1899,5,5,1,2,5
97,988,7,10,3,1899,5,5,0,2,5
